,location,total_sqft,bath,price,bhk
4220,Karuna Nagar,1945.0,3.0,115.0,3
4221,Karuna Nagar,1960.0,3.0,165.0,3
4222,Kasavanhalli,1060.0,2.0,58.06,2
4223,Kasavanhalli,1563.05,3.0,105.0,3
4224,Kasavanhalli,1717.0,3.0,99.0,3
4226,Kasavanhalli,3260.0,4.0,240.0,4
4227,Kasavanhalli,1349.0,2.0,78.0,2
4228,Kasavanhalli,1121.0,2.0,78.0,2
4229,Kasavanhalli,1100.0,2.0,50.0,2
4231,Kasavanhalli,1200.0,2.0,78.0,2
4234,Kasavanhalli,1476.0,3.0,89.0,3
4236,Kasavanhalli,1200.0,2.0,50.0,2
4237,Kasavanhalli,1719.0,3.0,116.0,3
4238,Kasavanhalli,1115.0,2.0,50.0,2
4239,Kasavanhalli,1125.0,2.0,61.2,2
4240,Kasavanhalli,2170.0,3.0,151.0,3
4243,Kasavanhalli,1476.0,3.0,95.0,3
4244,Kasavanhalli,1200.0,2.0,50.3,2
4246,Kasavanhalli,1787.0,3.0,123.0,3
4247,Kasavanhalli,1090.0,2.0,59.8,2
4248,Kasavanhalli,1691.0,3.0,104.0,3
4249,Kasavanhalli,4260.0,4.0,272.0,4
4250,Kasavanhalli,2111.0,4.0,120.0,3
4252,Kasavanhalli,950.0,2.0,39.0,2
4257,Kasavanhalli,770.0,1.0,43.82,1
4258,Kasavanhalli,1147.0,2.0,60.0,2
4259,Kasavanhalli,1375.0,2.0,72.0,2
4261,Kasavanhalli,1200.0,2.0,60.0,2
4262,Kasavanhalli,4260.0,4.0,333.0,4
4263,Kasavanhalli,1495.0,2.0,83.0,2
4264,Kasavanhalli,5000.0,2.0,400.0,2
4265,Kasavanhalli,4000.0,4.0,325.0,4
4267,Kasavanhalli,1917.0,3.0,132.0,3
4268,Kasavanhalli,1375.0,2.0,78.0,2
4269,Kasavanhalli,4408.0,4.0,344.0,4
4270,Kasavanhalli,1309.0,2.0,95.0,2
4271,Kasavanhalli,1476.0,3.0,105.0,3
4272,Kasavanhalli,1158.0,2.0,67.0,2
4273,Kasavanhalli,1214.0,2.0,67.0,2
4274,Kasavanhalli,2110.0,4.0,120.0,3
4275,Kasavanhalli,1495.0,2.0,110.0,2
4276,Kasavanhalli,1575.0,2.0,85.0,2
4277,Kasavanhalli,1069.0,2.0,55.0,2
4278,Kasavanhalli,1100.0,2.0,68.0,2
4279,Kasavanhalli,1715.0,3.0,112.0,3
4280,Kasavanhalli,1100.0,2.0,65.0,2
4281,Kasavanhalli,1230.0,2.0,66.25,2
4282,Kasavanhalli,1819.0,3.0,150.0,3
4285,Kasavanhalli,1585.0,2.0,90.0,2
4286,Kasavanhalli,1245.0,2.0,80.0,2
4287,Kasavanhalli,2035.0,3.0,142.0,3
4288,Kasavanhalli,1747.0,3.0,110.0,3
4289,Kasavanhalli,1377.0,2.0,80.0,2
4290,Kasavanhalli,1181.0,2.0,61.0,2
4291,Kasavanhalli,1121.0,2.0,75.0,2
4292,Kasturi Nagar,1925.0,3.0,125.0,3
4293,Kasturi Nagar,1567.0,2.0,92.0,2
4296,Kasturi Nagar,1080.0,2.0,80.0,2
4297,Kasturi Nagar,1101.0,2.0,65.0,2
4299,Kasturi Nagar,1896.0,3.0,125.0,4
4300,Kasturi Nagar,1100.0,2.0,58.0,2
4301,Kasturi Nagar,1570.0,3.0,110.0,3
4302,Kasturi Nagar,1000.0,2.0,58.0,2
4303,Kasturi Nagar,1101.0,2.0,66.0,2
4304,Kasturi Nagar,2507.0,4.0,155.0,4
4305,Kathriguppe,1400.0,2.0,77.0,3
4306,Kathriguppe,1250.0,2.0,68.75,3
4307,Kathriguppe,1245.0,2.0,68.48,3
4308,Kathriguppe,1350.0,2.0,87.01,3
4309,Kathriguppe,1350.0,2.0,80.99,3
4310,Kathriguppe,1365.0,2.0,75.08,3
4311,Kathriguppe,1300.0,3.0,77.99,3
4312,Kathriguppe,1350.0,2.0,80.99,3
4313,Kathriguppe,1390.0,2.0,76.45,3
4314,Kathriguppe,1350.0,3.0,78.3,3
4315,Kathriguppe,1250.0,2.0,68.75,3
4316,Kathriguppe,1300.0,3.0,77.99,3
4317,Kathriguppe,1335.0,2.0,73.43,3
4318,Kathriguppe,1300.0,3.0,77.99,3
4319,Kathriguppe,1300.0,3.0,77.99,3
4320,Kathriguppe,1335.0,2.0,73.43,3
4321,Kathriguppe,1350.0,3.0,80.99,3
4322,Kathriguppe,1250.0,2.0,68.75,2
4323,Kathriguppe,1350.0,3.0,80.99,3
4324,Kaval Byrasandra,1200.0,2.0,52.0,2
4325,Kaval Byrasandra,1020.0,2.0,52.0,2
4326,Kaval Byrasandra,1200.0,2.0,49.5,2
4327,Kaval Byrasandra,945.0,2.0,50.0,2
4328,Kaval Byrasandra,1060.0,2.0,45.0,2
4329,Kaval Byrasandra,1100.0,2.0,46.0,2
4330,Kaval Byrasandra,1185.0,2.0,49.0,2
4331,Kaval Byrasandra,997.0,2.0,53.0,2
4332,Kaval Byrasandra,1060.0,2.0,42.0,2
4333,Kaval Byrasandra,480.0,1.0,25.0,1
4334,Kaval Byrasandra,1125.0,2.0,41.5,2
4335,Kaval Byrasandra,1180.0,2.0,60.0,2
4336,Kaval Byrasandra,1450.0,3.0,75.0,3
4337,Kaval Byrasandra,1066.0,2.0,55.0,2
4338,Kaval Byrasandra,1025.0,2.0,60.0,2
4339,Kaval Byrasandra,1400.0,3.0,75.0,3
4340,Kenchenahalli,1015.0,2.0,58.0,2
4341,Kenchenahalli,715.0,1.0,45.0,1
4342,Kenchenahalli,1150.0,2.0,58.0,2
4343,Kenchenahalli,1280.0,2.0,69.0,3
4345,Kenchenahalli,870.0,1.0,45.0,2
4346,Kenchenahalli,1150.0,2.0,60.0,2
4347,Kenchenahalli,700.0,1.0,35.0,1
4348,Kenchenahalli,1060.0,2.0,52.0,2
4349,Kenchenahalli,1150.0,2.0,57.0,2
4350,Kenchenahalli,1720.0,3.0,100.0,3
4351,Kenchenahalli,1015.0,2.0,60.0,2
4353,Kengeri,750.0,2.0,38.0,2
4355,Kengeri,1197.0,2.0,50.0,2
4356,Kengeri,1200.0,2.0,58.0,2
4358,Kengeri,726.0,2.0,31.0,2
4360,Kengeri,1025.0,2.0,57.0,2
4362,Kengeri,1082.0,2.0,49.0,3
4365,Kengeri,750.0,2.0,36.0,2
4366,Kengeri,963.0,2.0,40.0,2
4368,Kengeri,726.0,2.0,35.0,2
4369,Kengeri,416.0,1.0,19.5,1
4370,Kengeri,900.0,2.0,45.0,2
4373,Kengeri,502.0,1.0,25.0,1
4375,Kengeri,1200.0,3.0,67.0,3
4376,Kengeri,725.0,2.0,30.0,2
4377,Kengeri,500.0,1.0,17.0,1
4378,Kengeri,540.0,1.0,22.5,1
4379,Kengeri,750.0,2.0,35.5,2
4380,Kengeri,1741.0,3.0,80.0,3
4382,Kengeri,1200.0,2.0,58.0,2
4385,Kengeri,750.0,2.0,36.5,2
4387,Kengeri,416.0,1.0,18.0,1
4389,Kengeri,883.0,2.0,49.0,2
4390,Kengeri,1052.0,2.0,51.0,2
4391,Kengeri,1220.0,2.0,63.0,2
4392,Kengeri,1150.0,1.0,52.0,1
4393,Kengeri,1192.0,2.0,53.5,2
4395,Kengeri,750.0,2.0,40.0,2
4396,Kengeri,1035.0,2.0,51.5,2
4397,Kengeri,3000.0,5.0,130.0,8
4398,Kengeri,410.0,1.0,15.0,1
4399,Kengeri,416.0,1.0,17.19,1
4402,Kengeri,2500.0,4.0,100.0,5
4403,Kengeri,550.0,1.0,16.75,1
4404,Kengeri Satellite Town,890.0,2.0,35.0,2
4405,Kengeri Satellite Town,883.0,2.0,45.0,2
4406,Kengeri Satellite Town,1415.0,2.0,66.0,3
4407,Kengeri Satellite Town,930.0,1.0,30.0,1
4408,Kengeri Satellite Town,1635.0,2.0,78.0,3
4409,Kengeri Satellite Town,1050.0,2.0,43.0,2
4410,Kengeri Satellite Town,1007.0,2.0,42.0,2
4411,Kengeri Satellite Town,635.0,1.0,22.0,2
4412,Kengeri Satellite Town,818.0,2.0,26.0,2
4413,Kengeri Satellite Town,1030.0,2.0,50.0,2
4414,Kengeri Satellite Town,1200.0,2.0,65.0,2
4415,Kengeri Satellite Town,795.0,2.0,32.0,2
4416,Kengeri Satellite Town,1302.5,2.0,44.285,2
4417,Kengeri Satellite Town,800.0,2.0,40.0,2
4418,Kengeri Satellite Town,654.0,1.0,22.0,1
4419,Kengeri Satellite Town,1060.0,2.0,42.0,2
4420,Kengeri Satellite Town,750.0,2.0,33.0,2
4421,Kengeri Satellite Town,920.0,2.0,39.0,2
4422,Kengeri Satellite Town,985.0,2.0,42.0,2
4423,Kengeri Satellite Town,410.0,1.0,15.0,1
4424,Kengeri Satellite Town,1120.0,2.0,49.0,2
4426,Kengeri Satellite Town,1110.0,2.0,43.0,2
4427,Kengeri Satellite Town,1170.0,2.0,50.0,2
4428,Kengeri Satellite Town,777.4,2.0,25.0,2
4429,Kengeri Satellite Town,800.0,2.0,32.0,2
4430,Kereguddadahalli,950.0,2.0,32.0,2
4431,Kereguddadahalli,1400.0,2.0,48.0,3
4432,Kereguddadahalli,800.0,2.0,28.0,2
4433,Kereguddadahalli,904.0,2.0,30.0,2
4435,Kereguddadahalli,1000.0,2.0,30.0,2
4436,Kereguddadahalli,1240.0,3.0,41.0,3
4437,Kereguddadahalli,600.0,1.0,19.5,1
4438,Kereguddadahalli,1080.0,2.0,32.0,2
4439,Kereguddadahalli,1000.0,2.0,34.0,2
4442,Kereguddadahalli,1015.0,2.0,35.0,2
4443,Kodichikkanahalli,1190.0,2.0,57.0,3
4444,Kodichikkanahalli,995.0,2.0,41.0,2
4445,Kodichikkanahalli,2700.0,7.0,125.0,5
4446,Kodichikkanahalli,1495.0,2.0,75.0,3
4447,Kodichikkanahalli,1125.0,2.0,52.0,2
4448,Kodichikkanahalli,1150.0,2.0,48.0,2
4449,Kodichikkanahalli,1070.0,2.0,43.0,2
4450,Kodichikkanahalli,1620.0,2.0,85.0,3
4452,Kodichikkanahalli,1026.0,2.0,45.0,2
4453,Kodichikkanahalli,2500.0,7.0,125.0,5
4454,Kodichikkanahalli,450.0,1.0,18.0,1
4455,Kodichikkanahalli,907.0,2.0,38.5,2
4456,Kodichikkanahalli,1181.0,2.0,57.0,2
4457,Kodichikkanahalli,900.0,2.0,42.0,2
4459,Kodichikkanahalli,1400.0,3.0,66.0,3
4460,Kodichikkanahalli,976.0,2.0,50.0,2
4461,Kodichikkanahalli,2700.0,4.0,125.0,5
4462,Kodichikkanahalli,1299.0,2.0,58.0,2
4463,Kodigehaali,1166.0,2.0,55.0,2
4464,Kodigehaali,1320.0,3.0,65.0,3
4465,Kodigehaali,1117.0,2.0,56.0,2
4466,Kodigehaali,1200.0,2.0,55.0,2
4467,Kodigehaali,1200.0,2.0,60.0,2
4468,Kodigehaali,2120.0,3.0,177.0,3
4469,Kodigehaali,1013.0,2.0,51.0,2
4470,Kodigehaali,1324.0,3.0,65.0,3
4471,Kodigehaali,965.0,2.0,38.0,2
4472,Kodigehaali,866.0,2.0,32.0,2
4473,Kodigehaali,1442.0,3.0,80.0,3
4474,Kodihalli,3252.0,5.0,335.0,4
4475,Kodihalli,2700.0,4.0,270.0,3
4476,Kodihalli,2392.0,4.0,260.0,3
4477,Kodihalli,2408.0,4.0,260.0,3
4478,Kodihalli,2500.0,4.0,260.0,3
4479,Kodihalli,1620.0,3.0,130.0,3
4480,Kodihalli,3260.0,5.0,388.0,4
4481,Kodihalli,3197.0,5.0,335.0,4
4482,Kodihalli,1490.0,2.0,150.0,2
4483,Kogilu,1909.0,3.0,88.0,3
4485,Kogilu,1170.0,2.0,51.99,2
4486,Kogilu,650.0,2.0,28.0,2
4487,Kogilu,1140.0,2.0,50.66,2
4488,Kogilu,1200.0,2.0,53.33,2
4489,Kogilu,1934.0,3.0,150.0,3
4490,Kogilu,540.0,1.0,36.0,1
4491,Kogilu,1559.0,3.0,127.0,3
4492,Kogilu,1190.0,2.0,50.66,2
4493,Kogilu,1140.0,2.0,50.66,2
4494,Kogilu,1559.0,3.0,120.0,3
4495,Kogilu,700.0,1.0,30.84,1
4496,Kogilu,1250.0,2.0,55.55,2
4497,Kogilu,1200.0,2.0,53.33,2
4498,Kogilu,952.0,2.0,49.0,2
4499,Kogilu,700.0,1.0,30.84,1
4500,Kogilu,1250.0,2.0,55.55,2
4501,Kogilu,2456.0,7.0,85.0,7
4502,Kogilu,1140.0,2.0,50.66,2
4503,Kogilu,1140.0,2.0,50.66,2
4504,Konanakunte,2791.0,3.0,223.0,3
4505,Konanakunte,884.0,1.0,58.0,2
4506,Konanakunte,1200.0,4.0,125.0,4
4507,Konanakunte,1200.0,2.0,130.0,4
4508,Konanakunte,2400.0,2.0,180.0,3
4509,Konanakunte,3746.0,6.0,375.0,4
4510,Konanakunte,1423.0,2.0,85.0,3
4511,Koramangala,1320.0,2.0,165.0,2
4512,Koramangala,1253.0,2.0,102.0,2
4513,Koramangala,1580.0,3.0,160.0,3
4515,Koramangala,3500.0,5.0,425.0,4
4516,Koramangala,1005.0,1.0,110.0,2
4517,Koramangala,2292.0,4.0,275.0,3
4519,Koramangala,1290.0,2.0,100.0,2
4520,Koramangala,1300.0,2.0,110.0,2
4522,Koramangala,1325.0,2.0,119.0,2
4523,Koramangala,1140.0,2.0,75.2,2
4524,Koramangala,1260.0,2.0,100.0,2
4525,Koramangala,1975.0,3.0,210.0,3
4526,Koramangala,1900.0,2.0,200.0,2
4528,Koramangala,2292.0,3.0,286.0,3
4529,Koramangala,2300.0,3.0,290.0,3
4532,Koramangala,2503.0,6.0,325.0,4
4534,Koramangala,1320.0,2.0,150.0,2
4535,Koramangala,1320.0,2.0,110.0,2
4536,Koramangala,5985.0,4.0,775.0,4
4537,Koramangala,2461.0,6.0,353.0,4
4539,Koramangala,2246.0,3.0,300.0,3
4542,Koramangala,1083.0,2.0,100.0,2
4543,Koramangala,1744.0,3.0,200.0,3
4544,Koramangala,1180.0,2.0,128.0,2
4545,Koramangala,1320.0,2.0,160.0,2
4546,Koramangala,1370.0,2.0,125.0,2
4547,Koramangala,1100.0,2.0,85.0,2
4548,Koramangala,1249.0,2.0,165.0,2
4549,Koramangala,1200.0,2.0,100.0,2
4551,Koramangala,2223.0,3.0,300.0,3
4552,Koramangala,1744.0,4.0,210.0,3
4553,Koramangala,1866.0,4.0,245.0,3
4554,Koramangala,1320.0,2.0,160.0,2
4555,Koramangala,1350.0,2.0,103.0,2
4556,Koramangala,6000.0,4.0,625.0,4
4558,Koramangala,1320.0,2.0,160.0,2
4559,Koramangala,1710.0,3.0,210.0,3
4560,Koramangala,1355.0,2.0,95.0,2
4561,Koramangala,1600.0,3.0,170.0,3
4562,Koramangala,1260.0,2.0,100.0,2
4565,Kothannur,1206.0,2.0,48.23,2
4567,Kothannur,1100.0,2.0,40.0,2
4568,Kothannur,1197.0,2.0,47.88,2
4569,Kothannur,1197.0,2.0,47.8,2
4570,Kothannur,1070.0,2.0,42.79,2
4573,Kothannur,1070.0,2.0,38.6,2
4574,Kothannur,1485.0,2.0,59.4,3
4575,Kothannur,1215.0,2.0,48.6,3
4576,Kothannur,1404.0,2.0,56.15,3
4577,Kothanur,1200.0,2.0,51.0,2
4578,Kothanur,2400.0,2.0,150.0,3
4579,Kothanur,1828.0,3.0,110.0,3
4580,Kothanur,1186.0,2.0,58.0,2
4582,Kothanur,1847.0,3.0,105.0,3
4584,Kothanur,9600.0,5.0,550.0,5
4585,Kothanur,1435.0,3.0,70.0,3
4586,Kothanur,1187.0,2.0,58.0,2
4587,Kothanur,1847.0,3.0,110.0,3
4588,Kothanur,1460.0,3.0,71.0,3
4589,Kothanur,1185.0,2.0,59.0,2
4590,Kothanur,1436.0,3.0,70.0,3
4591,Kothanur,1462.0,3.0,71.0,3
4592,Kothanur,1790.0,3.0,105.0,3
4594,Kothanur,1070.0,2.0,45.5,2
4596,Kothanur,1145.0,2.0,56.0,2
4597,Kothanur,3401.0,5.0,230.0,4
4598,Kothanur,1455.0,2.0,69.0,2
4599,Kothanur,627.0,1.0,30.0,1
4600,Kothanur,1302.0,2.0,68.5,2
4601,Kothanur,1760.0,3.0,111.0,3
4602,Kothanur,1185.0,2.0,58.0,2
4603,Kothanur,1500.0,1.0,75.0,1
4604,Kothanur,1075.0,2.0,53.0,2
4605,Kothanur,1790.0,3.0,97.0,3
4606,Kothanur,2700.0,4.0,175.0,4
4607,Kothanur,1786.0,2.0,106.0,3
4608,Kothanur,1787.0,3.0,107.0,3
4609,Kothanur,1141.0,2.0,54.0,2
4610,Kothanur,1760.0,3.0,110.0,3
4612,Kothanur,1160.0,2.0,57.0,2
4613,Kothanur,1095.0,2.0,55.0,2
4614,Kothanur,1142.0,2.0,56.0,2
4615,Kothanur,1074.0,2.0,54.0,2
4616,Kothanur,1285.0,2.0,60.0,2
4617,Kothanur,1075.0,2.0,53.0,2
4618,Kothanur,1140.0,2.0,56.0,2
4619,Kothanur,1400.0,2.0,70.0,2
4622,Kothanur,1140.0,2.0,56.0,2
4623,Kothanur,1787.0,3.0,120.0,3
4624,Kothanur,1185.0,2.0,59.0,2
4626,Kothanur,1790.0,3.0,105.0,3
4627,Kothanur,1130.0,2.0,55.0,2
4628,Kothanur,1094.0,2.0,54.0,2
4629,Kothanur,1170.0,3.0,80.0,3
4630,Kothanur,1400.0,2.0,65.0,2
4631,Kothanur,1195.0,2.0,59.0,2
4632,Kothanur,1790.0,3.0,120.0,3
4633,Kothanur,1454.0,3.0,71.5,3
4634,Kudlu,1152.0,2.0,53.5,2
4635,Kudlu,1027.0,2.0,43.0,2
4636,Kudlu,1092.0,2.0,44.0,2
4637,Kudlu,1027.0,2.0,43.0,2
4638,Kudlu,1092.0,2.0,44.0,2
4639,Kudlu,1143.0,2.0,55.0,2
4641,Kudlu,1024.0,2.0,44.0,2
4643,Kudlu,1600.0,3.0,79.0,3
4644,Kudlu,1027.0,2.0,42.0,2
4645,Kudlu,1076.0,2.0,50.0,2
4646,Kudlu,1027.0,2.0,44.0,2
4647,Kudlu,1084.0,2.0,53.0,2
4648,Kudlu,1300.0,2.0,56.0,2
4649,Kudlu,1027.0,2.0,44.0,2
4650,Kudlu,1245.0,2.0,60.0,3
4651,Kudlu,1027.0,2.0,44.0,2
4652,Kudlu,1110.0,2.0,46.0,2
4653,Kudlu,2100.0,3.0,114.0,4
4654,Kudlu,1027.0,2.0,44.0,2
4655,Kudlu,720.0,1.0,33.0,1
4656,Kudlu,1027.0,2.0,44.0,2
4657,Kudlu,1162.0,2.0,52.0,2
4658,Kudlu,1041.0,2.0,53.0,2
4659,Kudlu Gate,1535.0,3.0,83.0,3
4660,Kudlu Gate,1535.0,3.0,85.0,3
4662,Kudlu Gate,1535.0,3.0,86.0,3
4663,Kudlu Gate,1564.0,2.0,92.0,3
4665,Kudlu Gate,1238.0,2.0,55.0,2
4666,Kudlu Gate,1707.0,2.0,99.745,3
4667,Kudlu Gate,1335.0,3.0,89.0,3
4668,Kudlu Gate,703.0,1.0,52.0,1
4669,Kudlu Gate,1535.0,3.0,86.0,3
4670,Kudlu Gate,1532.0,3.0,83.0,3
4671,Kudlu Gate,1113.0,2.0,50.0,2
4673,Kudlu Gate,1185.0,2.0,50.0,2
4677,Kudlu Gate,1215.0,2.0,45.0,2
4678,Kudlu Gate,812.0,2.0,38.25,2
4679,Kudlu Gate,1547.0,2.0,103.0,2
4680,Kudlu Gate,1336.0,2.0,86.0,2
4681,Kudlu Gate,1919.0,3.0,121.0,3
4682,Kudlu Gate,1464.0,3.0,56.0,2
4683,Kudlu Gate,1535.0,3.0,85.0,3
4684,Kudlu Gate,1850.0,3.0,120.0,3
4685,Kudlu Gate,940.0,2.0,69.57,2
4686,Kudlu Gate,1215.0,2.0,44.96,2
4687,Kudlu Gate,1164.0,2.0,75.0,2
4688,Kudlu Gate,3850.0,6.0,205.0,4
4689,Kudlu Gate,1183.0,2.0,79.54,2
4690,Kudlu Gate,1850.0,3.0,110.0,3
4692,Kudlu Gate,1183.0,2.0,79.54,2
4693,Kudlu Gate,1200.0,2.0,44.4,2
4695,Kudlu Gate,1310.0,2.0,53.0,2
4696,Kumaraswami Layout,2000.0,4.0,139.0,4
4697,Kumaraswami Layout,1000.0,2.0,48.5,2
4698,Kumaraswami Layout,1000.0,2.0,58.0,2
4699,Kumaraswami Layout,2400.0,7.0,125.0,7
4700,Kumaraswami Layout,2400.0,2.0,125.0,3
4701,Kumaraswami Layout,1310.0,2.0,70.0,3
4702,Kumaraswami Layout,850.0,1.0,78.0,1
4703,Kumaraswami Layout,3200.0,7.0,150.0,7
4704,Kumaraswami Layout,1310.0,2.0,85.0,3
4705,Kumaraswami Layout,2450.0,3.0,110.0,4
4706,Kumaraswami Layout,3100.0,7.0,145.0,7
4707,Kumaraswami Layout,1200.0,3.0,75.0,3
4708,Kumaraswami Layout,1081.0,2.0,60.0,2
4709,Kundalahalli,1724.0,3.0,125.0,3
4710,Kundalahalli,1030.0,2.0,49.0,2
4711,Kundalahalli,735.0,2.0,57.99,2
4712,Kundalahalli,1047.0,2.0,82.0,2
4713,Kundalahalli,1397.0,3.0,105.0,3
4714,Kundalahalli,1724.0,3.0,127.0,3
4715,Kundalahalli,1010.0,2.0,49.27,2
4716,Kundalahalli,1397.0,3.0,110.0,3
4717,Kundalahalli,1397.0,3.0,104.0,3
4718,Kundalahalli,1397.0,3.0,108.0,3
4719,Kundalahalli,1920.0,3.0,150.0,3
4720,Kundalahalli,1397.0,3.0,105.0,3
4722,Kundalahalli,1724.0,3.0,124.0,3
4723,Kundalahalli,1047.0,2.0,84.0,2
4724,Kundalahalli,1047.0,2.0,83.0,2
4725,Kundalahalli,7000.0,4.0,550.0,4
4727,Kundalahalli,1120.0,2.0,53.76,2
4728,Kundalahalli,1047.0,2.0,82.62,2
4729,Kundalahalli,1047.0,2.0,91.0,2
4730,Kundalahalli,1724.0,3.0,146.0,3
4731,Kundalahalli,1600.0,3.0,170.0,3
4733,Kundalahalli,1724.0,3.0,125.0,3
4734,Kundalahalli,1010.0,2.0,48.27,2
4735,Kundalahalli,1047.0,2.0,89.0,2
4736,Kundalahalli,2500.0,5.0,245.0,4
4737,Kundalahalli,1397.0,3.0,105.0,3
4739,Kundalahalli,1047.0,2.0,72.0,2
4740,Kundalahalli,1260.0,2.0,58.0,2
4741,Kundalahalli,3092.0,4.0,230.0,4
4742,Kundalahalli,1065.0,2.0,70.0,2
4743,Kundalahalli,1724.0,3.0,146.0,3
4744,Kundalahalli,1047.0,2.0,91.0,2
4745,Kundalahalli,1724.0,3.0,128.0,3
4746,Kundalahalli,1315.0,2.0,74.0,2
4747,Kundalahalli,2100.0,3.0,150.0,3
4748,Kundalahalli,1724.0,3.0,125.0,3
4749,Kundalahalli,1724.0,3.0,140.0,3
4750,Kundalahalli,1175.0,2.0,65.0,2
4752,LB Shastri Nagar,1043.0,2.0,55.0,2
4753,LB Shastri Nagar,1184.0,2.0,69.0,2
4754,LB Shastri Nagar,665.0,1.0,32.0,1
4755,LB Shastri Nagar,1250.0,2.0,48.5,2
4756,LB Shastri Nagar,1400.0,2.0,80.0,3
4757,LB Shastri Nagar,1184.0,2.0,62.0,2
4758,LB Shastri Nagar,1200.0,2.0,47.0,2
4759,LB Shastri Nagar,1200.0,2.0,75.0,2
4760,LB Shastri Nagar,1000.0,2.0,49.5,2
4761,Lakshminarayana Pura,1185.0,2.0,75.0,2
4762,Lakshminarayana Pura,1600.0,2.0,108.0,3
4763,Lakshminarayana Pura,1180.0,2.0,75.0,2
4764,Lakshminarayana Pura,1172.0,2.0,82.0,2
4765,Lakshminarayana Pura,1179.0,2.0,75.0,2
4766,Lakshminarayana Pura,1149.0,2.0,75.0,2
4767,Lakshminarayana Pura,1336.0,2.0,100.0,2
4768,Lakshminarayana Pura,1175.0,2.0,75.0,2
4769,Lakshminarayana Pura,1190.0,2.0,75.0,2
4770,Lakshminarayana Pura,1200.0,2.0,75.0,2
4771,Lakshminarayana Pura,1200.0,2.0,75.0,2
4772,Lakshminarayana Pura,1165.0,2.0,75.0,2
4773,Lakshminarayana Pura,1145.0,2.0,75.0,2
4774,Lakshminarayana Pura,1500.0,3.0,104.0,3
4775,Lakshminarayana Pura,1210.0,2.0,75.0,2
4776,Lakshminarayana Pura,1169.0,2.0,75.0,2
4777,Lakshminarayana Pura,1200.0,2.0,75.0,2
4778,Lakshminarayana Pura,1172.0,2.0,75.0,2
4779,Lakshminarayana Pura,1172.0,2.0,75.0,2
4780,Lakshminarayana Pura,1180.0,2.0,75.0,2
4781,Lakshminarayana Pura,1200.0,2.0,83.0,2
4782,Lakshminarayana Pura,1200.0,2.0,80.0,2
4783,Lakshminarayana Pura,1195.0,2.0,75.0,2
4784,Lakshminarayana Pura,1200.0,2.0,80.0,2
4785,Lingadheeranahalli,1521.0,3.0,95.0,3
4786,Lingadheeranahalli,1511.0,3.0,95.0,3
4787,Lingadheeranahalli,1683.0,3.0,109.0,3
4788,Lingadheeranahalli,1519.0,3.0,93.0,3
4789,Lingadheeranahalli,1521.0,3.0,94.99,3
4790,Lingadheeranahalli,1682.0,3.0,120.0,3
4791,Lingadheeranahalli,1521.0,3.0,94.71,3
4792,Lingadheeranahalli,1893.0,3.0,130.0,3
4793,Lingadheeranahalli,1705.0,3.0,110.0,3
4794,Lingadheeranahalli,2245.0,4.0,154.0,4
4795,Lingadheeranahalli,1682.0,3.0,113.0,3
4796,Lingadheeranahalli,1682.0,3.0,114.0,3
4797,Lingadheeranahalli,1506.0,3.0,95.0,3
4798,Lingadheeranahalli,1683.0,3.0,110.0,3
4799,Lingadheeranahalli,1684.0,3.0,120.0,3
4800,Lingadheeranahalli,2236.0,4.0,153.0,4
4801,Lingadheeranahalli,1894.0,4.0,114.0,3
4802,Lingadheeranahalli,2240.0,4.0,160.0,4
4803,Magadi Road,3600.0,6.0,141.0,6
4804,Magadi Road,1116.0,2.0,50.0,2
4806,Magadi Road,884.0,2.0,41.1,2
4807,Magadi Road,1005.0,2.0,55.78,2
4808,Magadi Road,1000.0,2.0,46.5,2
4809,Magadi Road,1500.0,2.0,93.0,4
4811,Magadi Road,1345.0,2.0,55.0,2
4813,Magadi Road,5000.0,6.0,360.0,5
4814,Magadi Road,1116.0,2.0,51.89,2
4815,Magadi Road,1052.0,2.0,60.0,3
4816,Magadi Road,940.0,2.0,50.0,2
4817,Magadi Road,1318.0,2.0,68.0,3
4819,Magadi Road,884.0,2.0,48.0,2
4821,Mahadevpura,1150.0,2.0,52.0,2
4822,Mahadevpura,1250.0,2.0,52.0,2
4823,Mahadevpura,1260.0,2.0,57.6,2
4824,Mahadevpura,730.0,1.0,35.0,1
4825,Mahadevpura,1434.0,2.0,67.39,3
4826,Mahadevpura,1146.0,2.0,53.8,2
4827,Mahadevpura,1532.0,2.0,62.0,2
4828,Mahadevpura,1620.0,2.0,76.0,3
4829,Mahadevpura,1136.0,2.0,64.5,2
4830,Mahadevpura,1400.0,2.0,65.8,3
4831,Mahadevpura,1137.0,2.0,53.4,2
4832,Mahadevpura,1601.0,3.0,95.0,3
4833,Mahadevpura,1450.0,3.0,75.0,3
4834,Mahadevpura,1152.0,2.0,54.0,2
4835,Mahadevpura,1212.0,2.0,56.9,2
4837,Mahadevpura,1505.0,3.0,78.0,3
4838,Mahadevpura,1500.0,2.0,70.0,3
4839,Mahadevpura,1236.0,2.0,58.0,2
4840,Mahadevpura,1236.0,2.0,58.0,2
4841,Mahadevpura,1120.0,2.0,53.0,2
4842,Mallasandra,1665.0,3.0,95.0,3
4843,Mallasandra,1665.0,3.0,86.58,3
4844,Mallasandra,1340.0,2.0,61.0,2
4845,Mallasandra,1325.0,2.0,70.0,2
